Ingr,Match,Score
goat's cheese,"cheese, goat",0.8164965809277259
corn masa mix,"snack mix, plain (chex mix)",0.4364357804719848
brandy,brandy,1.0
cinnamon bark,"waffle, cinnamon",0.4999999999999999
gala melon,"bitter melon, cooked",0.40824829046386296
Celery seed,poppy seed dressing,0.40824829046386296
cheese Mexican blend,"cheese, mexican blend",0.6666666666666667
fruit pectin,"fruit, pickled",0.4999999999999999
pickled vegetable salad,shrimp salad,0.40824829046386296
citrus zest,"fruit juice drink, citrus, carbonated",0.31622776601683794
bread and butter pickles,"bread, cornmeal and molasses",0.5
Italian or kalamata olives,"olives, stuffed",0.35355339059327373
golden pear tomatoes,pear nectar,0.40824829046386296
vanilla wafer cookies,"cookie, vanilla wafer",0.6666666666666667
filo dough,"bread, sour dough",0.40824829046386296
sandwich pickles,"pickles, sweet",0.4999999999999999
corkscrew shaped pasta,flavored pasta,0.40824829046386296
ranch style beans,"green beans, cooked, szechuan-style",0.5163977794943222
rotelle or fusilli pasta,macaroni or pasta salad with tuna,0.4082482904638631
crab boil,crab imperial,0.4999999999999999
Pan spray,"egg, whole, fried with cooking spray",0.2886751345948129
100 percent blue agave,100 grand bar,0.2886751345948129
Jamaican curry,chicken curry,0.4999999999999999
swordfish steak,steak teriyaki,0.4999999999999999
Rice pilaf,rice pilaf,0.4999999999999999
quick cooking oats,"oats, raw",0.40824829046386296
fennel fronds,"fennel bulb, raw",0.40824829046386296
from 1 large bunch basil,"cheeseburger, from fast food, 1 large patty",0.5070925528371099
strawberry jam,"strawberry juice, 100%",0.40824829046386296
pomegranate juice,"pomegranate juice, 100%",0.8164965809277259
Easter eggs,"livers, chicken, chopped, with eggs and onion",0.26726124191242434
cookie pie crust,"pie, pear, two crust",0.5773502691896258
Sicilian blood orange,"orange, raw",0.40824829046386296
oats,"oats, raw",0.7071067811865475
lemon lime seltzer,"lime, raw",0.40824829046386296
shiitake mushrooms,"mushrooms, raw",0.4999999999999999
chocolate-covered pretzel sticks,"fondant, chocolate covered",0.5773502691896258
wheat-bread,"bread, puri, wheat",0.8164965809277259
classic white cake mix,"cake, fruit cake, light or dark, holiday type cake",0.3872983346207417
refrigerated tropical fruit medley,"tropical fruit medley, baby food, strained",0.6123724356957946
Iceburg lettuce leaf,"lettuce, cooked",0.40824829046386296
Italian 4 cheese blend,"cheese, mexican blend",0.5773502691896258
buttermilk biscuit dough,"biscuit, from refrigerated dough",0.5773502691896258
Exotic mushrooms,"mushrooms, raw",0.4999999999999999
cranberry vodka,vodka,0.7071067811865475
tomatoes in puree,"tomatoes, scalloped",0.40824829046386296
baked corn chips,"corn pone, baked",0.6666666666666667
Hickory wood chunks,"fried pork chunks, puerto rican style",0.23570226039551587
vanilla simple syrup,simple syrup,0.8164965809277259
"crab, leg meat",macaroni or pasta salad with crab meat,0.4364357804719848
cinnamon sticks,"waffle, cinnamon",0.4999999999999999
stout draught beer,beer,0.5773502691896258
quahog clams,clams casino,0.4999999999999999
cooking ham,ham stroganoff,0.4999999999999999
baby lettuce mix,"snack mix, plain (chex mix)",0.4364357804719848
coffee ice cream,ice cream cake,0.6666666666666667
candy balls,date candy,0.4999999999999999
pretzel slider buns,cheeseburger slider,0.40824829046386296
chocolate fudge sauce,"fudge, chocolate",0.8164965809277259
jalapeno chile peppers,"peppers, pickled",0.40824829046386296
truffle butter,"butter, nfs",0.4999999999999999
wild cod fillets,cape cod,0.40824829046386296
cranberry gelatin,gelatin dessert,0.4999999999999999
holiday sprinkles,chocolate-flavored sprinkles,0.40824829046386296
Spanish rose wine,"wine, table, rose",0.6666666666666667
brewed strong coffee,"coffee, brewed",0.8164965809277259
licorice twists,licorice,0.7071067811865475
Spanish red wine,"wine, table, red",0.6666666666666667
chocolate morsel candies,"chocolate, semi-sweet morsel",0.5773502691896258
fine grain sugar,"cookie, sugar wafer, sugar free",0.4364357804719848
loaf Texas toast,salmon loaf,0.40824829046386296
Parmesan cheese,"cheese, processed cheese food",0.5773502691896258
plum tomatoes,"tomatoes, scalloped",0.4999999999999999
hazelnut extract,yeast extract spread,0.40824829046386296
a combo of both,cream of rye,0.2886751345948129
plain potato chips,"potato chips, plain",1.0000000000000002
piquillo peppers in brine,"peppers, pickled",0.35355339059327373
from the heart,"heart, cooked",0.40824829046386296
McIntosh apple,"crisp, apple, apple dessert",0.5773502691896258
cookie cutters,"cookie, macaroon",0.4999999999999999
grapefruit rounds,"grapefruit, canned",0.4999999999999999
Rock fish,fish chowder,0.4999999999999999
from a large loaf or baguette,lamb or mutton loaf,0.4082482904638631
hefeweizen beer,beer,0.7071067811865475
creme de cassis,creme brulee,0.40824829046386296
Chinese black vinegar,vinegar,0.5773502691896258
peach syrup,"peach, canned, in syrup",0.7071067811865475
Sparkling Italian wine,"wine, light",0.40824829046386296
Orange Salsa Verde dipping sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.32539568672798425
tarragon vinegar,vinegar,0.7071067811865475
stew meat,vegetable stew without meat,0.7071067811865475
1000 island dressing,thousand island dressing,0.6666666666666667
Cretan barley rusks,"bread, barley",0.40824829046386296
whole-grain dijon mustard,"muffin, whole grain",0.5773502691896258
bagel chip,bagel,0.7071067811865475
Ripple potato chips,sweet potato chips,0.6666666666666667
daikon radishes,"daikon radish, cooked",0.40824829046386296
port reduction,"cheese, port du salut",0.35355339059327373
buffalo hot sauce,buffalo sauce,0.8164965809277259
tropical orange juice blend,"fruit juice blend, 100% juice",0.5669467095138409
orange wedge,"orange, raw",0.4999999999999999
scampi,shrimp scampi,0.7071067811865475
a mixture of summer squashes,cream of rye,0.2581988897471611
tangelo marmalade,"marmalade, all flavors",0.40824829046386296
Pistachio ice cream,ice cream cake,0.6666666666666667
blue claw crabs,"cheese, blue or roquefort",0.2886751345948129
lemon flavored gelatin,gelatin dessert,0.40824829046386296
paper towels,rice paper,0.4999999999999999
chocolate pieces,"fudge, chocolate, chocolate-coated",0.5773502691896258
sea bass,"sea bass, pickled",0.8164965809277259
eye of round beef roast,roast beef sandwich,0.5163977794943222
"lime juice, from about 2 large limes","double hamburger, from fast food, 2 large patties",0.40089186286863654
graham cracker crumb crust,"pie shell, graham cracker",0.5
round candies,"cornbread muffin, stick, round",0.35355339059327373
cast-iron skillet,"infant formula, ready-to-feed, with iron (enfamil premature 20 cal)",0.17407765595569785
homemade pumpkin puree,"pie, pumpkin",0.40824829046386296
Maui or,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.4866642633922875
shiitakes mushrooms,"mushrooms, raw",0.4999999999999999
Pimm's No. 1 Cup,reese's sticks,0.2581988897471611
Coarse sanding sugar,"cookie, sugar wafer, sugar free",0.4364357804719848
food lacquer,"cookie, baby food",0.40824829046386296
pure pumpkin puree,"pie, pumpkin",0.40824829046386296
neufchatel cream cheese,"cream cheese, light",0.6666666666666667
fennel sprigs,"fennel bulb, raw",0.40824829046386296
Scotch bonnet pepper,pepper steak,0.40824829046386296
Spanish onions,"onions, raw",0.4999999999999999
apricot all fruit spread,"fruit butter, all flavors",0.5
icing sugar,"cookie, sugar wafer, sugar free",0.5345224838248487
diver scallops,"scallops, coated, fried",0.40824829046386296
Tonkatsu sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
cornflake cereal,"cereal, frosted oat cereal with marshmallows",0.4999999999999999
bran flakes,"cereal, bran flakes",0.8164965809277259
the juice of 1 lime,"lime juice, 100%, freshly squeezed",0.3999999999999999
for,"salad dressing, nfs, for sandwiches",0.4472135954999579
Cubed pound cake,"cake, pound, chocolate",0.6666666666666667
country pork ribs,pork sausage,0.40824829046386296
Korean chili powder,nutritional powder mix (eas whey protein powder),0.3849001794597505
herb-garlic cheese,"cheese, processed cheese food",0.47140452079103173
celery leaves,"celery, raw",0.4999999999999999
dry active yeast,yeast,0.5773502691896258
tart shell,breakfast tart,0.4999999999999999
Rocky Road cookies,"cookies, puerto rican style",0.2886751345948129
elbow noodles,"noodles, cooked",0.4999999999999999
cheese and celery sticks,potato and cheese soup,0.5
Italian capellini pasta,flavored pasta,0.40824829046386296
Australian lamb,"lamb hocks, cooked",0.40824829046386296
sausage,pickled sausage,0.7071067811865475
Peruvian yellow chile peppers,"peppers, pickled",0.35355339059327373
pecan oil,cottonseed oil,0.4999999999999999
scallion tops,cereal (malt-o-meal blueberry muffin tops),0.26726124191242434
from 2 large oranges,"double hamburger, from fast food, 2 large patties",0.5303300858899106
pure pumpkin filling,"pie, pumpkin",0.40824829046386296
whole-wheat dinner rolls,"bagel, whole wheat",0.5773502691896258
seasoning salt,"salt pork, cooked",0.40824829046386296
bananas,"bananas, baby food, strained",0.5
Italian flat-leaf parsley,"parsley, raw",0.35355339059327373
whole-grain penne,"muffin, whole grain",0.6666666666666667
country-style white bread,"bread, white",0.7071067811865475
escabeche-style jalapeno peppers,"peppers, pickled",0.35355339059327373
pineapple chunks in natural juice,"pineapple juice, 100%",0.5163977794943222
Arbequina olives,"olives, stuffed",0.4999999999999999
paneer cheese,"cheese, processed cheese food",0.5773502691896258
Brioche or potato rolls,"dumpling, potato- or cheese-filled",0.4472135954999579
ravioli,"ravioli, cheese-filled, no sauce",0.4472135954999579
top sirloin kabobs,"sirloin beef, with gravy, potatoes, vegetable, frozen meal",0.20412414523193148
File powder,nutritional powder mix (eas whey protein powder),0.4714045207910316
Strawberry puree,"yogurt, whole milk, baby food, with fruit and multigrain cereal puree, nfs",0.20412414523193148
chiffonade arugula,"lettuce, arugula, raw",0.40824829046386296
from about 1/2 large lemon,"cheeseburger, from fast food, 1 large patty",0.4629100498862757
bulk sage sausage,pickled sausage,0.40824829046386296
Dash of simple syrup,simple syrup,0.7071067811865475
summer squashes,"squash, summer, souffle",0.40824829046386296
sprig fresh dill,"coconut, fresh",0.40824829046386296
sashimi grade ahi tuna,tuna loaf,0.35355339059327373
Jack Daniel's,reese's sticks,0.33333333333333337
Shortening spray,"egg, whole, fried with cooking spray",0.2886751345948129
whole snap peas,"milk, whole",0.40824829046386296
clear raw agave,"eggplant, raw",0.40824829046386296
jalapeno-pepper juice,stuffed jalapeno pepper,0.6666666666666667
Italian herb seasoning paste,wasabi paste,0.35355339059327373
mini corn muffins,corn oil,0.40824829046386296
marshmallow topping,"topping, marshmallow",0.9999999999999998
lamb shank,"lamb hocks, cooked",0.40824829046386296
plain cream cheese,"cream cheese, regular, plain",0.8660254037844387
walnut pieces,walnut oil,0.4999999999999999
Golden Delicious apple,"crisp, apple, apple dessert",0.47140452079103173
goat,"cheese, goat",0.7071067811865475
Italian cherry peppers,"cobbler, cherry",0.40824829046386296
collard green leaves,"olives, green",0.40824829046386296
fish,fish chowder,0.7071067811865475
phyllo pastry dough,"pastry, puff",0.40824829046386296
jalapeno bacon,bacon bits,0.4999999999999999
Cinnamon ice cream,ice cream cake,0.6666666666666667
Beaume de Venise,"salsa, pico de gallo",0.2886751345948129
mojo seasoning,puerto rican seasoning with ham,0.31622776601683794
ricotta impastata,"cheese, ricotta",0.4999999999999999
creole mustard,mustard,0.7071067811865475
orange tomato sauce,tomato chili sauce,0.6666666666666667
Salad mix,"snack mix, plain (chex mix)",0.5345224838248487
orange sections,"orange, raw",0.4999999999999999
vegetable sticks,vegetable smoothie,0.4999999999999999
meat sauce,"ravioli, meat-filled, with tomato sauce or meat sauce",0.7844645405527361
mini-wheats,cereal (kellogg's frosted mini-wheats),0.5773502691896258
masa harina,"masa harina, cooked",0.8164965809277259
Hawaiian or Thai chile pepper,pepper steak,0.31622776601683794
cream cheese frosting,"cream cheese, light",0.6666666666666667
refrigerated rolled pie crust,"pie, pear, two crust",0.5
pork cutlets,pork sausage,0.4999999999999999
Greek-style yogurt,"yogurt, liquid",0.40824829046386296
Rice Chex cereal,"cereal, frosted oat cereal with marshmallows",0.40824829046386296
alfalfa sprouts,"alfalfa sprouts, raw",0.8164965809277259
Calabrese salami,"salami, nfs",0.4999999999999999
vegetables oil,"classic mixed vegetables, canned, cooked with oil",0.5345224838248487
chicken or shrimp stock,chicken salad or chicken spread sandwich,0.5303300858899106
saltine crackers,"crackers, saltine",0.9999999999999998
daikon sprouts,"sprouts, nfs",0.4999999999999999
roast chicken carcass,"chicken, chicken roll, roasted",0.47140452079103173
chunky chipotle salsa,"salsa verde or salsa, green",0.4364357804719848
Sea salt flakes,"cereal, rice flakes",0.33333333333333337
monkfish tail,"turkey, tail",0.4999999999999999
poblano or Anaheim chiles,"cake or cupcake, chocolate, devil's food or fudge, with icing or filling",0.3441236008058426
The salmon,"salmon, smoked",0.4999999999999999
Adobo sauce,"beef and potatoes with cream sauce, white sauce or mushroom sauce",0.5144957554275265
Maraschino cherries,"cherries, canned",0.4999999999999999
herbes de Napa,"salsa, pico de gallo",0.2886751345948129
Bean and Cheese Tamales recipe,"bean and ham soup, home recipe",0.3651483716701107
Savory herb leaves,"taro leaves, cooked",0.33333333333333337
rye toast,melba toast,0.4999999999999999
chocolate chewy candies,"fudge, chocolate, chocolate-coated",0.47140452079103173
soft potato rolls,"bread, potato",0.40824829046386296
carrot juice,"carrot juice, 100%",0.8164965809277259
— a,"avocado, for use on a sandwich",0.4082482904638631
matzo,"crackers, matzo",0.7071067811865475
pig,"wild pig, smoked",0.5773502691896258
ginger juice,"fruit juice blend, 100% juice",0.5345224838248487
Emmentaler cheese,"cheese, processed cheese food",0.5773502691896258
loaf leftover bread,"bread, potato",0.40824829046386296
mesclun salad greens,"mixed salad greens, raw",0.5773502691896258
plain pound cake,"cake, pound, chocolate",0.6666666666666667
Chinese Shoaxing rice wine,"wine, rice",0.7071067811865475
almond milk,"almond milk, sweetened",0.8164965809277259
oregano leaves,"taro leaves, cooked",0.40824829046386296
chipotle in adobo sauce,"herring, pickled, in cream sauce",0.4472135954999579
mozzerella cheese,"cheese, processed cheese food",0.5773502691896258
top round steak,steak teriyaki,0.40824829046386296
pineapple cubes,"pineapple, frozen",0.4999999999999999
